Unique_ID	Experiment_ID	TF_Entrez_ID	Target_Entrez_ID	TF_Gene_Name	Target_Gene_Name	PubMed_ID	Experiment_Type	Context_Type	Cell_Type	Cell_Name	Age	Notes	Already in one of the sub-sheets?	Date	Curator	Peer Check
6668	EXP_6563	19883	13490	Rora	Drd3	23429911	TF-Reporter	Cell Line	CLO:0050186	C-1300 cells	Not Applicable		YES	2022.08.04	Taylor	
6669	EXP_6564	19883	13490	Rora	Drd3	23429911	TF-DNA Binding	Primary Tissue	UBERON:0005403	ventral striatum	P49		YES	2022.08.04	Taylor	
6670	EXP_6565	217166	13490	Nr1d1	Drd3	23429911	TF-DNA Binding	Primary Tissue	UBERON:0005403	ventral striatum	P49		YES	2022.08.04	Taylor	
6671	EXP_6566	6095	9572	RORA	NR1D1	22024429	TF-Reporter	Cell Line	CLO:0002596	COS1 cells	Not Applicable		YES	2022.08.04	Taylor	
6672	EXP_6567	19883	1558	Rora	CYP2C8	19164466	TF-Reporter	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.05	Taylor	
6673	EXP_6568	19885	1558	Rorc	CYP2C8	19164466	TF-Reporter	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.05	Taylor	
6674	EXP_6569	6095	1558	RORA	CYP2C8	19164466	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6675	EXP_6570	6097	1558	RORC	CYP2C8	19164466	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6676	EXP_6571	6095	1558	RORA	CYP2C8	19164466	TF-Reporter	Cell Line	CLO:0002172	Caco-2 cells	Not Applicable		YES	2022.08.05	Taylor	
6677	EXP_6572	6097	1558	RORC	CYP2C8	19164466	TF-Reporter	Cell Line	CLO:0002172	Caco-2 cells	Not Applicable		YES	2022.08.05	Taylor	
6678	EXP_6573	19883	1558	Rora	CYP2C8	19164466	TF Perturbation	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.05	Taylor	
6679	EXP_6574	19885	1558	Rorc	CYP2C8	19164466	TF Perturbation	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.05	Taylor	
6680	EXP_6575	18128	18646	Notch1	Prf1	19265115	TF-DNA Binding	Primary Cell	CL:2000074	Splenocyte	8 - 12 weeks		YES	2022.08.04	Alice	yes
6681	EXP_6576	18128	14939	Notch1	Gzmb	19265115	TF-DNA Binding	Primary Cell	CL:2000074	Splenocyte	8 - 12 weeks		YES	2022.08.04	Alice	yes
6682	EXP_6577	19664	18646	Rbpj	Prf1	19265115	TF-DNA Binding	Primary Cell	CL:2000074	Splenocyte	8 - 12 weeks		YES	2022.08.04	Alice	yes
6683	EXP_6578	19664	14939	Rbpj	Gzmb	19265115	TF-DNA Binding	Primary Cell	CL:2000074	Splenocyte	8 - 12 weeks		YES	2022.08.04	Alice	yes
6684	EXP_6579	18033	18646	Nfkb1	Prf1	19265115	TF-DNA Binding	Primary Cell	CL:2000074	Splenocyte	8 - 12 weeks		YES	2022.08.04	Alice	yes
6685	EXP_6580	18033	14939	Nfkb1	Gzmb	19265115	TF-DNA Binding	Primary Cell	CL:2000074	Splenocyte	8 - 12 weeks		YES	2022.08.04	Alice	yes
6687	EXP_6582	18128	13813	Notch1	Eomes	19265115	TF Perturbation	Primary Cell	CL:2000074	Splenocyte	8 - 12 weeks		YES	2022.08.04	Alice	yes
6688	EXP_6583	18128	13813	Notch1	Eomes	19265115	TF-DNA Binding	Primary Cell	CL:2000074	Splenocyte	8 - 12 weeks		YES	2022.08.04	Alice	yes
6689	EXP_6584	19664	13813	Rbpj	Eomes	19265115	TF-DNA Binding	Primary Cell	CL:2000074	Splenocyte	8 - 12 weeks		YES	2022.08.04	Alice	yes
6690	EXP_6585	18033	13813	Nfkb1	Eomes	19265115	TF-DNA Binding	Primary Cell	CL:2000074	Splenocyte	8 - 12 weeks		YES	2022.08.04	Alice	yes
6691	EXP_6586	10664	55801	CTCF	IL26	19818655	TF-DNA Binding	Primary Cell	CL:0000545	T helper 1 cell	P25		YES	2022.08.05	Alice	yes
6692	EXP_6587	10664	3458	CTCF	IFNG	19818655	TF-DNA Binding	Primary Cell	CL:0000545	T helper 1 cell	P25		YES	2022.08.05	Alice	yes
6693	EXP_6588	13018	15978	Ctcf	Ifng	19818655	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Alice	yes
6694	EXP_6589	13018	15978	Ctcf	Ifng	19818655	TF-DNA Binding	Primary Cell	CL:0000545	T helper 1 cell	P25		YES	2022.08.05	Alice	yes
6695	EXP_6590	13018	15978	Ctcf	Ifng	19818655	TF-DNA Binding	Primary Cell	CL:0000546	T helper 2 cell	P25		YES	2022.08.05	Alice	yes
6696	EXP_6591	19357	15978	Rad21	Ifng	19818655	TF-DNA Binding	Primary Cell	CL:0000545	T helper 1 cell	P25		YES	2022.08.05	Alice	yes
6697	EXP_6592	19357	15978	Rad21	Ifng	19818655	TF-DNA Binding	Primary Cell	CL:0000546	T helper 2 cell	P25		YES	2022.08.05	Alice	yes
6698	EXP_6593	57765	15978	Tbx21	Ifng	19818655	TF-DNA Binding	Primary Cell	CL:0000545	T helper 1 cell	P25		YES	2022.08.05	Alice	yes
6699	EXP_6594	57765	15978	Tbx21	Ifng	19818655	TF-DNA Binding	Primary Cell	CL:0000546	T helper 2 cell	P25		YES	2022.08.05	Alice	yes
6700	EXP_6595	13018	15978	Ctcf	Ifng	19818655	TF Perturbation	Primary Cell	CL:0000545	T helper 1 cell	P25		YES	2022.08.05	Alice	yes
6701	EXP_6596	57765	15978	Tbx21	Ifng	19818655	TF Perturbation	Primary Cell	CL:0000545	T helper 1 cell	P25		YES	2022.08.05	Alice	yes
6710	EXP_6605	13018	16189	Ctcf	Il4	19124743	TF Perturbation	Primary Cell	CL:0000546	T helper 2 cell	6 - 10 weeks		YES	2022.08.05	Alice	yes
6711	EXP_6606	13018	16191	Ctcf	Il5	19124743	TF Perturbation	Primary Cell	CL:0000546	T helper 2 cell	6 - 10 weeks		YES	2022.08.05	Alice	yes
6712	EXP_6607	13018	16163	Ctcf	Il13	19124743	TF Perturbation	Primary Cell	CL:0000546	T helper 2 cell	6 - 10 weeks		YES	2022.08.05	Alice	yes
6713	EXP_6608	13018	16153	Ctcf	Il10	19124743	TF Perturbation	Primary Cell	CL:0000545	T helper 1 cell	6 - 10 weeks		YES	2022.08.05	Alice	yes
6714	EXP_6609	13018	16153	Ctcf	Il10	19124743	TF Perturbation	Primary Cell	CL:0000546	T helper 2 cell	6 - 10 weeks		YES	2022.08.05	Alice	yes
6715	EXP_6610	13018	57765	Ctcf	Tbx21	19124743	TF Perturbation	Primary Cell	CL:0000545	T helper 1 cell	6 - 10 weeks		YES	2022.08.05	Alice	yes
6716	EXP_6611	13018	20849	Ctcf	Stat4	19124743	TF Perturbation	Primary Cell	CL:0000545	T helper 1 cell	6 - 10 weeks		YES	2022.08.05	Alice	yes
6717	EXP_6612	3565	1571	IL4	CYP2E1	15345327	TF-Reporter	Cell Line	CLO:0003704	Hep G2 cell	Not Applicable		YES	2022.08.05	Alice	yes
6718	EXP_6613	19883	1558	Rora	CYP2C8	19164466	TF Perturbation	Primary Cell	CL:0000182	hepatocyte	Unknown		YES	2022.08.05	Taylor	
6719	EXP_6614	19885	1558	Rorc	CYP2C8	19164466	TF Perturbation	Primary Cell	CL:0000182	hepatocyte	Unknown		YES	2022.08.05	Taylor	
6720	EXP_6615	6095	1558	RORA	CYP2C8	19164466	TF Perturbation	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.05	Taylor	
6721	EXP_6616	6097	1558	RORC	CYP2C8	19164466	TF Perturbation	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.05	Taylor	
6722	EXP_6617	6095	126006	RORA	PCP2	17215137	TF-Reporter	Cell Line	CLO:0001230	HEK293 cells	Not Applicable		YES	2022.08.05	Taylor	
6723	EXP_6618	6095	126006	RORA	PCP2	17215137	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6724	EXP_6619	19883	18545	Rora	Pcp2	17215137	TF-DNA Binding	Primary Tissue	UBERON:0002037	cerebellum	P10		YES	2022.08.05	Taylor	
6725	EXP_6620	3091	6095	HIF1A	RORA	15270719	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6726	EXP_6621	405	6095	ARNT	RORA	15270719	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6727	EXP_6622	3091	6095	HIF1A	RORA	15270719	TF-Reporter	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.05	Taylor	
6728	EXP_6623	405	6095	ARNT	RORA	15270719	TF-Reporter	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.05	Taylor	
6729	EXP_6624	19883	18429	Rora	Oxt	10601979	TF-Reporter	Cell Line	CLO:0008154	Neuro-2a cells	Not Applicable		YES	2022.08.05	Taylor	
6730	EXP_6625	19883	18429	Rora	Oxt	10601979	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6731	EXP_6626	19883	11865	Rora	Arntl	15312651	TF-Reporter	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.08.05	Taylor	
6732	EXP_6627	19885	11865	Rorc	Arntl	15312651	TF-Reporter	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.08.05	Taylor	
6733	EXP_6628	12606	11865	Cebpa	Arntl	15312651	TF-Reporter	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.08.05	Taylor	
6734	EXP_6629	19883	11865	Rora	Arntl	15312651	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6735	EXP_6630	19885	11865	Rorc	Arntl	15312651	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6736	EXP_6631	12606	11865	Cebpa	Arntl	15312651	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6737	EXP_6632	217166	11865	Nr1d1	Arntl	15312651	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6738	EXP_6633	353187	11865	Nr1d2	Arntl	15312651	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Taylor	
6739	EXP_6634	19883	11865	Rora	Arntl	15312651	TF Perturbation	Primary Tissue	UBERON:0002034	suprachiasmatic nucleus	Unknown		YES	2022.08.05	Taylor	
6740	EXP_6635	19883	53857	Rora	Tuba8	15312651	TF Perturbation	Primary Tissue	UBERON:0002034	suprachiasmatic nucleus	Unknown		YES	2022.08.05	Taylor	
6741	EXP_6636	19883	19416	Rora	Rasd1	15312651	TF Perturbation	Primary Tissue	UBERON:0002034	suprachiasmatic nucleus	Unknown		YES	2022.08.05	Taylor	
6742	EXP_6637	19883	12952	Rora	Cry1	15312651	TF Perturbation	Primary Tissue	UBERON:0002034	suprachiasmatic nucleus	Unknown		YES	2022.08.05	Taylor	
6743	EXP_6638	6095	990	RORA	CDC6	24891616	TF Perturbation	Cell Line	CLO:0007634	MDA-MB 231 cells	Not Applicable		YES	2022.08.05	Taylor	
6744	EXP_6639	6095	9700	RORA	ESPL1	24891616	TF Perturbation	Cell Line	CLO:0007634	MDA-MB 231 cells	Not Applicable		YES	2022.08.05	Taylor	
6745	EXP_6640	6095	4173	RORA	MCM4	24891616	TF Perturbation	Cell Line	CLO:0007634	MDA-MB 231 cells	Not Applicable		YES	2022.08.05	Taylor	
6746	EXP_6641	6095	5427	RORA	POLE2	24891616	TF Perturbation	Cell Line	CLO:0007634	MDA-MB 231 cells	Not Applicable		YES	2022.08.05	Taylor	
6747	EXP_6642	6095	990	RORA	CDC6	24891616	TF Perturbation	Cell Line	CLO:0007632	MDA-MB 157 cells	Not Applicable		YES	2022.08.05	Taylor	
6748	EXP_6643	6095	9700	RORA	ESPL1	24891616	TF Perturbation	Cell Line	CLO:0007632	MDA-MB 157 cells	Not Applicable		YES	2022.08.05	Taylor	
6749	EXP_6644	6095	4173	RORA	MCM4	24891616	TF Perturbation	Cell Line	CLO:0007632	MDA-MB 157 cells	Not Applicable		YES	2022.08.05	Taylor	
6750	EXP_6645	6095	5427	RORA	POLE2	24891616	TF Perturbation	Cell Line	CLO:0007632	MDA-MB 157 cells	Not Applicable		YES	2022.08.05	Taylor	
6751	EXP_6646	6095	990	RORA	CDC6	24891616	TF Perturbation	Cell Line	S1	S1 cells	Not Applicable		YES	2022.08.05	Taylor	
6752	EXP_6647	6095	4173	RORA	MCM4	24891616	TF Perturbation	Cell Line	S1	S1 cells	Not Applicable		YES	2022.08.05	Taylor	
6753	EXP_6648	6095	5427	RORA	POLE2	24891616	TF Perturbation	Cell Line	S1	S1 cells	Not Applicable		YES	2022.08.05	Taylor	
6754	EXP_6649	6095	1869	RORA	E2F1	24891616	TF-Reporter	Cell Line	CLO:0007634	MDA-MB 231 cells	Not Applicable		YES	2022.08.05	Taylor	
6755	EXP_6650	1869	990	E2F1	CDC6	24891616	TF-DNA Binding	Cell Line	CLO:0007634	MDA-MB 231 cells	Not Applicable		YES	2022.08.05	Taylor	
6756	EXP_6651	1869	5427	E2F1	POLE2	24891616	TF-DNA Binding	Cell Line	CLO:0007634	MDA-MB 231 cells	Not Applicable		YES	2022.08.05	Taylor	
6757	EXP_6652	6095	1869	RORA	E2F1	24891616	TF-DNA Binding	Cell Line	CLO:0001230	HEK293 cells	Not Applicable		YES	2022.08.05	Taylor	
6758	EXP_6653	6095	1869	RORA	E2F1	24891616	TF-DNA Binding	Cell Line	CLO:0007634	MDA-MB 231 cells	Not Applicable		YES	2022.08.05	Taylor	
6759	EXP_6654	6095	1869	RORA	E2F1	24891616	TF-DNA Binding	Cell Line	S1	S1 cells	Not Applicable		YES	2022.08.05	Taylor	
6760	EXP_6655	3553	1571	IL1B	CYP2E1	15345327	TF-Reporter	Cell Line	CLO:0003704	Hep G2 cell	Not Applicable		YES	2022.08.05	Alice	yes
6761	EXP_6656	4772	1571	NFATC1	CYP2E1	15345327	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Alice	yes
6762	EXP_6657	3725	1571	JUN	CYP2E1	15345327	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.05	Alice	yes
6763	EXP_6658	90865	3383	IL33	ICAM1	22708120	TF Perturbation	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	yes
6764	EXP_6659	90865	7412	IL33	VCAM1	22708120	TF Perturbation	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	yes
6765	EXP_6660	90865	3383	IL33	ICAM1	22708120	TF Perturbation	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	yes
6766	EXP_6661	90865	7412	IL33	VCAM1	22708120	TF Perturbation	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	yes
6767	EXP_6662	90865	3383	IL33	ICAM1	22708120	TF-Reporter	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	yes
6768	EXP_6663	90865	7412	IL33	VCAM1	22708120	TF-Reporter	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	yes
6769	EXP_6664	90865	5970	IL33	RELA	22708120	TF-Reporter	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	
6770	EXP_6665	90865	5970	IL33	RELA	22708120	TF Perturbation	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	Target gene is supposed to be RELA (Fig 4A,C) - they never measure NFKB1 expression in this paper
6771	EXP_6666	90865	5970	IL33	RELA	22708120	TF Perturbation	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	
6773	EXP_6668	90865	5970	IL33	RELA	22708120	TF-DNA Binding	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	yes
6774	EXP_6669	5970	3383	RELA	ICAM1	22708120	TF Perturbation	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	yes
6775	EXP_6670	5970	7412	RELA	VCAM1	22708120	TF Perturbation	Primary Cell	CL:0002618	Umbilical vein endothelial cell	Unknown		YES	2022.08.05	Alice	yes
6776	EXP_6671	19401	16777	Rara	Lamb1	8645318	TF-Reporter	Cell Line	CLO:0002988	F9 cells	Not Applicable		YES	2022.08.08	Taylor	
6777	EXP_6672	19883	16777	Rora	Lamb1	8645318	TF-Reporter	Cell Line	CLO:0002988	F9 cells	Not Applicable		YES	2022.08.08	Taylor	
6778	EXP_6673	16476	16777	Jun	Lamb1	8645318	TF-Reporter	Cell Line	CLO:0002988	F9 cells	Not Applicable		YES	2022.08.08	Taylor	
6779	EXP_6674	19883	18545	Rora	Pcp2	9224660	TF-Reporter	Cell Line	CLO:0008301	P19 cells	Not Applicable		YES	2022.08.08	Taylor	
6780	EXP_6675	19883	18545	Rora	Pcp2	9224660	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.08.08	Taylor	
6781	EXP_6676	19401	18545	Rara	Pcp2	9224660	TF-DNA Binding	In vitro	Not Applicable		Not Applicable	heterodimer with Rxra	YES	2022.08.08	Taylor	
6782	EXP_6677	20181	18545	Rxra	Pcp2	9224660	TF-DNA Binding	In vitro	Not Applicable		Not Applicable	heterodimer with Rara	YES	2022.08.08	Taylor	
6783	EXP_6678	19401	18545	Rara	Pcp2	9224660	TF-Reporter	Cell Line	CLO:0008301	P19 cells	Not Applicable		YES	2022.08.08	Taylor	
6784	EXP_6679	50706	19013	Postn	Ppara	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6785	EXP_6680	50706	12894	Postn	Cpt1a	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6786	EXP_6681	50706	11364	Postn	Acadm	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6787	EXP_6682	50706	11430	Postn	Acox1	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6788	EXP_6683	50706	19013	Postn	Ppara	25003192	TF Perturbation	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.08	Taylor	
6789	EXP_6684	50706	12894	Postn	Cpt1a	25003192	TF Perturbation	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.08	Taylor	
6790	EXP_6685	50706	11364	Postn	Acadm	25003192	TF Perturbation	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.08	Taylor	
6791	EXP_6686	50706	11430	Postn	Acox1	25003192	TF Perturbation	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.08	Taylor	
6792	EXP_6687	50706	19013	Postn	Ppara	25003192	TF Perturbation	Primary Cell	CL:0000182	hepatocyte	Unknown		YES	2022.08.08	Taylor	
6793	EXP_6688	50706	12894	Postn	Cpt1a	25003192	TF Perturbation	Primary Cell	CL:0000182	hepatocyte	Unknown		YES	2022.08.08	Taylor	
6794	EXP_6689	50706	11364	Postn	Acadm	25003192	TF Perturbation	Primary Cell	CL:0000182	hepatocyte	Unknown		YES	2022.08.08	Taylor	
6795	EXP_6690	50706	11430	Postn	Acox1	25003192	TF Perturbation	Primary Cell	CL:0000182	hepatocyte	Unknown		YES	2022.08.08	Taylor	
6796	EXP_6691	19013	12894	Ppara	Cpt1a	25003192	TF Perturbation	Primary Cell	CL:0000182	hepatocyte	Unknown		YES	2022.08.08	Taylor	
6797	EXP_6692	19013	11364	Ppara	Acadm	25003192	TF Perturbation	Primary Cell	CL:0000182	hepatocyte	Unknown		YES	2022.08.08	Taylor	
6798	EXP_6693	19013	11430	Ppara	Acox1	25003192	TF Perturbation	Primary Cell	CL:0000182	hepatocyte	Unknown		YES	2022.08.08	Taylor	
6799	EXP_6694	50706	19013	Postn	Ppara	25003192	TF-Reporter	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.08	Taylor	
6800	EXP_6695	19883	19013	Rora	Ppara	25003192	TF-Reporter	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.08	Taylor	
6801	EXP_6696	16476	19013	Jun	Ppara	25003192	TF-Reporter	Cell Line	CLO:0003704	HepG2 cells	Not Applicable		YES	2022.08.08	Taylor	
6802	EXP_6697	19883	19013	Rora	Ppara	25003192	TF-DNA Binding	Primary Cell	CL:0000182	hepatocyte	Unknown		YES	2022.08.08	Taylor	
6803	EXP_6698	50706	19013	Postn	Ppara	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6804	EXP_6699	50706	12894	Postn	Cpt1a	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6805	EXP_6700	50706	11364	Postn	Acadm	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6806	EXP_6701	50706	11430	Postn	Acox1	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6807	EXP_6702	50706	19013	Postn	Ppara	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6808	EXP_6703	50706	12894	Postn	Cpt1a	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6809	EXP_6704	50706	11364	Postn	Acadm	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6810	EXP_6705	50706	11430	Postn	Acox1	25003192	TF Perturbation	Primary Tissue	UBERON:0002107	liver	Unknown		YES	2022.08.08	Taylor	
6811	EXP_6706	6935	3558	ZEB1	IL2	19181930	TF- Reporter	Cell Line	CLO:0002913	EL-4 cells	Not Applicable		YES	2022.08.08	Alice	yes
6812	EXP_6707	2353	3558	FOS	IL2	19181930	TF- Reporter	Cell Line	CLO:0002913	EL-4 cells	Not Applicable	With JUN	YES	2022.08.08	Alice	yes
6813	EXP_6708	3725	3558	JUN	IL2	19181930	TF- Reporter	Cell Line	CLO:0002913	EL-4 cells	Not Applicable	With FOS	YES	2022.08.08	Alice	yes
6814	EXP_6709	4772	3558	NFATC1	IL2	19181930	TF- Reporter	Cell Line	CLO:0002913	EL-4 cells	Not Applicable		YES	2022.08.08	Alice	yes
6815	EXP_6710	6935	3558	ZEB1	IL2	19181930	TF-DNA Binding	Cell Line	CLO:0002913	EL-4 cells	Not Applicable		YES	2022.08.08	Alice	yes
6816	EXP_6711	3725	3558	JUN	IL2	19181930	TF-DNA Binding	Cell Line	CLO:0002913	EL-4 cells	Not Applicable		YES	2022.08.08	Alice	yes
6817	EXP_6712	1488	3558	CTBP2	IL2	19181930	TF- Reporter	Cell Line	CLO:0002913	EL-4 cells	Not Applicable		YES	2022.08.08	Alice	Mutated column in TF-Reporter sheet should be TRUE (Fig 5B)
6818	EXP_6713	3065	3558	HDAC1	IL2	19181930	TF- Reporter	Cell Line	CLO:0002913	EL-4 cells	Not Applicable		YES	2022.08.08	Alice	Mutated column in TF-Reporter sheet should be TRUE (Fig 5B)
6819	EXP_6714	6095	4862	RORA	NPAS2	23565190	TF Perturbation	Cell Line	CLO:0009015	SH-SY5Y cells	Not Applicable		YES	2022.08.08	Taylor	
6820	EXP_6715	6095	5187	RORA	PER1	23565190	TF Perturbation	Cell Line	CLO:0009015	SH-SY5Y cells	Not Applicable		YES	2022.08.08	Taylor	
6821	EXP_6716	6095	1407	RORA	CRY1	23565190	TF Perturbation	Cell Line	CLO:0009015	SH-SY5Y cells	Not Applicable		YES	2022.08.08	Taylor	
6822	EXP_6717	6095	1628	RORA	DBP	23565190	TF Perturbation	Cell Line	CLO:0009015	SH-SY5Y cells	Not Applicable		YES	2022.08.08	Taylor	
6823	EXP_6718	6095	4862	RORA	NPAS2	23565190	TF Perturbation	Cell Line	BTO:0003033	HEK-293H cells	Not Applicable		YES	2022.08.08	Taylor	
6824	EXP_6719	6095	5187	RORA	PER1	23565190	TF Perturbation	Cell Line	BTO:0003033	HEK-293H cells	Not Applicable		YES	2022.08.08	Taylor	
6825	EXP_6720	6095	1407	RORA	CRY1	23565190	TF Perturbation	Cell Line	BTO:0003033	HEK-293H cells	Not Applicable		YES	2022.08.08	Taylor	
6826	EXP_6721	6095	1628	RORA	DBP	23565190	TF Perturbation	Cell Line	BTO:0003033	HEK-293H cells	Not Applicable		YES	2022.08.08	Taylor	
6829	EXP_6724	6095	387129	RORA	NPSR1	23565190	TF-Reporter	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.08.08	Taylor	
6830	EXP_6725	319239	19883	Npsr1	Rora	23565190	TF Perturbation	Primary Tissue	UBERON:0002048	lung	P56		YES	2022.08.08	Taylor	
6831	EXP_6726	6605	993	SMARCE1	CDC25A	16135788	TF Perturbation	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6832	EXP_6727	6605	596	SMARCE1	BCL2	16135788	TF Perturbation	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6833	EXP_6728	6605	581	SMARCE1	BAX	16135788	TF Perturbation	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6834	EXP_6729	6605	1540	SMARCE1	CYLD	16135788	TF Perturbation	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6835	EXP_6730	6605	1540	SMARCE1	CYLD	16135788	TF Perturbation	Cell Line	CLO:0003645	HCC-1937 cells	Not Applicable		YES	2022.08.10	Taylor	
6836	EXP_6731	6605	1540	SMARCE1	CYLD	16135788	TF Perturbation	Cell Line	CLO:0007601	MCF7 cells	Not Applicable		YES	2022.08.10	Taylor	
6837	EXP_6732	6605	898	SMARCE1	CCNE1	16135788	TF Perturbation	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6838	EXP_6733	6605	836	SMARCE1	CASP3	16135788	TF Perturbation	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6906	EXP_6801	6605	1540	SMARCE1	CYLD	16135788	TF-DNA Binding	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6907	EXP_6802	6605	898	SMARCE1	CCNE1	16135788	TF-DNA Binding	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6908	EXP_6803	6597	1540	SMARCA4	CYLD	16135788	TF-DNA Binding	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6909	EXP_6804	6595	1540	SMARCA2	CYLD	16135788	TF-DNA Binding	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6910	EXP_6805	1540	581	CYLD	BAX	16135788	TF Perturbation	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
6911	EXP_6806	1540	596	CYLD	BCL2	16135788	TF Perturbation	Cell Line	CLO:0002044	BT-549 cells	Not Applicable		YES	2022.08.10	Taylor	
